crop_name,soil_type,season,temp_min,temp_max,ph_min,ph_max,rainfall_min,rainfall_max,water_need,duration_days,humidity_min,humidity_max,altitude_min,altitude_max,fertilizer_n,fertilizer_p,fertilizer_k,yield_ton_per_ha,profit_usd_per_ha,difficulty_level,country,location_field
Castor,Red,Autumn,19,39,5.9,7.8,25,41,Low,172,33,58,200,800,80,40,40,1.5,668,Medium,India,Haryana
Almond,Red,Spring,6,29,5.9,8.0,48,80,Low,172,40,70,500,2000,80,40,80,2.96,4174,Hard,India,Assam
Orange,Laterite,Winter,15,37,5.7,7.5,118,207,Medium,181,55,81,500,1500,120,60,100,12.75,3304,Medium,Nepal,Bara
Mustard Greens,Silty,Summer,9,24,5.8,7.2,24,66,Medium,62,52,70,200,800,80,40,60,11.66,1137,Easy,Nepal,Gulmi
Apricot,Black,Summer,8,28,5.8,7.4,79,125,Medium,129,50,69,1000,2500,90,45,90,6.44,2592,Hard,Nepal,Mustang
Fenugreek,Laterite,Spring,12,30,5.9,7.6,24,69,Medium,42,46,75,200,800,60,30,40,8.98,795,Easy,Nepal,Gulmi
Apricot,Laterite,Summer,12,32,5.9,7.6,73,140,Medium,116,51,71,1000,2500,90,45,90,8.87,2712,Hard,Nepal,Jhapa
Spinach,Peaty,Winter,11,27,6.1,7.7,57,90,Medium,51,62,85,200,800,80,40,60,14.16,1338,Easy,Asia,Thailand
Coffee (Arabica),Loamy,Summer,15,23,6.2,6.2,160,244,Medium,295,65,82,800,1600,60,40,80,1.73,2631,Hard,Nepal,Kailali
Onion,Loamy,Autumn,14,23,5.9,7.2,57,94,Medium,102,57,79,200,800,100,50,80,18.11,2443,Medium,Nepal,Mustang
Wheat (Spring),Sandy,Winter,12,27,6.0,7.7,43,100,Medium,107,47,79,200,600,120,60,60,3.49,827,Medium,India,Himachal Pradesh
Capsicum,Black,Autumn,16,32,5.9,6.8,64,113,Medium,86,61,85,200,1000,110,55,90,15.65,2023,Medium,India,West Bengal
Mango,Peaty,Summer,22,34,5.6,7.4,93,170,Low,122,48,71,200,800,100,50,100,11.53,2818,Medium,India,Haryana
Tobacco,Peaty,Monsoon,14,31,5.5,7.5,25,62,Medium,116,50,71,300,1000,120,60,120,2.0,2659,Hard,India,Haryana
Pigeon Pea,Silty,Winter,22,35,6.1,7.2,22,77,Low,170,41,71,300,1000,60,30,40,1.34,521,Medium,Nepal,Kaski
Potato,Black,Autumn,17,24,4.8,6.4,30,117,Medium,74,58,87,500,2000,150,80,120,23.43,2454,Medium,India,Assam
Turmeric,Clay,Summer,21,31,4.7,7.4,168,254,High,265,66,89,0,1500,60,60,120,22.79,1522,Easy,Nepal,Sindhupalchok
Litchi,Loamy,Autumn,21,35,5.4,7.1,101,196,High,115,66,83,200,800,150,80,120,8.64,3473,Medium,India,Tamil Nadu
Watermelon,Loamy,Autumn,25,33,6.0,7.5,30,63,Medium,94,48,80,200,800,100,50,100,28.29,2650,Easy,Nepal,Sunsari
Bottle Gourd,Red,Summer,22,33,6.3,7.5,54,81,High,97,56,80,200,800,90,45,70,25.3,1543,Easy,Nepal,Gulmi
Guava,Loamy,Monsoon,18,35,5.7,7.5,94,140,Medium,182,50,77,200,1000,100,50,100,19.54,2787,Easy,India,Assam
Cardamom,Peaty,Monsoon,13,29,4.9,6.5,130,294,High,366,76,94,800,2000,100,50,100,0.56,4117,Hard,Asia,Vietnam
Walnut,Clay,Summer,3,24,6.1,7.6,91,152,Medium,177,45,70,1500,3000,100,50,100,4.26,3408,Hard,Nepal,Kailali
Pumpkin,Clay,Winter,21,37,6.0,7.7,31,69,Medium,97,49,70,200,800,80,40,80,34.21,2194,Easy,Asia,Thailand
Grapes,Laterite,Spring,16,36,6.2,7.4,36,82,Medium,140,47,70,300,1000,150,80,120,17.46,4457,Hard,Nepal,Sindhupalchok
Cabbage,Silty,Monsoon,17,25,5.9,7.2,70,114,High,84,65,80,200,800,140,70,110,20.94,2036,Medium,Nepal,Bara
Brinjal,Silty,Autumn,18,37,6.2,7.4,43,117,Medium,92,57,81,200,800,120,60,100,24.66,2881,Medium,India,Haryana
Safflower,Black,Summer,17,29,6.3,7.5,27,40,Low,134,43,63,300,1000,60,30,30,1.39,519,Medium,India,Maharashtra
Fenugreek,Silty,Monsoon,12,30,6.1,7.4,19,75,Medium,46,49,71,200,800,60,30,40,8.7,1029,Easy,Nepal,Kaski
Pear,Loamy,Summer,9,23,5.8,6.9,90,133,Medium,114,53,70,1000,2500,100,50,100,9.97,2558,Hard,Nepal,Kaski
Kodo Millet,Sandy,Monsoon,22,35,5.3,7.7,41,108,Low,90,40,70,400,1500,60,30,30,1.44,257,Medium,Asia,Indonesia
Rice (Marshi),Peaty,Monsoon,14,31,5.6,7.1,140,265,High,171,72,92,1500,2500,100,50,50,3.67,947,Medium,Nepal,Sunsari
Coffee (Arabica),Silty,Spring,14,22,6.2,6.7,134,254,Medium,249,71,85,800,1600,60,40,80,1.35,2448,Hard,India,West Bengal
Spinach,Alluvial,Monsoon,9,25,6.2,7.7,53,87,Medium,57,65,81,200,800,80,40,60,12.22,1142,Easy,Nepal,Sunsari
Black Pepper,Silty,Autumn,23,33,5.8,6.9,167,267,High,366,70,86,200,800,120,60,120,1.1,3466,Hard,Asia,Thailand
Little Millet,Clay,Monsoon,22,34,5.6,7.7,65,94,Low,85,41,65,400,1500,60,30,30,1.26,357,Medium,India,Gujarat
Peach,Peaty,Summer,16,31,6.2,7.1,63,167,Medium,128,56,76,500,2000,100,50,100,12.02,2918,Hard,Asia,Bangladesh
Turmeric,Black,Spring,20,32,4.8,7.2,146,248,High,227,68,95,0,1500,60,60,120,29.19,2311,Easy,Nepal,Bara
Muskmelon,Laterite,Spring,25,35,5.8,7.7,43,88,Medium,73,48,77,200,800,90,45,90,25.6,2070,Easy,Asia,Bangladesh
Buckwheat,Black,Summer,13,23,5.6,6.9,70,144,Low,91,48,76,800,2500,60,30,30,1.2,345,Hard,Nepal,Ilam
Guava,Clay,Monsoon,22,36,5.5,7.7,62,163,Medium,170,52,83,200,1000,100,50,100,22.48,2193,Easy,Nepal,Gulmi
Coriander,Peaty,Autumn,14,23,5.8,7.3,47,96,Medium,43,59,77,200,800,60,30,40,6.15,888,Easy,India,Haryana
Banana,Laterite,Monsoon,20,35,5.4,7.3,102,213,High,328,66,90,200,800,200,100,300,31.47,4431,Medium,Nepal,Jhapa
Strawberry,Laterite,Summer,13,24,5.7,6.9,72,125,Medium,80,68,82,500,1500,100,50,100,17.27,4991,Hard,India,Assam
Cotton,Silty,Spring,20,37,6.5,8.1,46,64,Low,170,44,60,200,600,100,50,100,2.55,973,Medium,Nepal,Gulmi
Tomato,Black,Autumn,17,28,5.9,6.7,57,135,Medium,63,68,82,200,1000,120,60,100,26.37,3499,Medium,Nepal,Ilam
Orange,Loamy,Autumn,13,37,5.7,7.3,112,201,Medium,190,55,85,500,1500,120,60,100,10.53,2960,Medium,India,Punjab
Jute,Red,Summer,24,35,6.2,7.2,101,188,High,114,72,92,200,600,80,40,80,2.77,737,Medium,India,Assam
Muskmelon,Black,Monsoon,23,33,5.7,7.7,57,79,Medium,72,52,72,200,800,90,45,90,20.87,2188,Easy,India,Himachal Pradesh
Barnyard Millet,Loamy,Winter,18,36,5.3,7.5,70,107,Medium,79,51,73,300,1200,70,35,35,1.7,351,Easy,Asia,Bangladesh
Pear,Peaty,Summer,9,27,6.1,7.3,62,159,Medium,125,55,70,1000,2500,100,50,100,12.67,2675,Hard,Nepal,Sindhupalchok
Watermelon,Laterite,Winter,23,37,6.2,7.4,48,69,Medium,86,54,80,200,800,100,50,100,34.86,2891,Easy,India,Assam
Green Beans,Clay,Autumn,18,29,5.8,7.2,42,117,Medium,75,65,88,200,1000,70,35,50,11.76,1085,Medium,India,Himachal Pradesh
Coriander,Sandy,Monsoon,15,27,6.2,7.5,24,97,Medium,40,54,71,200,800,60,30,40,6.67,705,Easy,Nepal,Sunsari
Litchi,Silty,Summer,19,35,5.2,7.3,83,208,High,127,66,84,200,800,150,80,120,8.18,2849,Medium,Nepal,Sindhupalchok
Rice (Jhum),Alluvial,Summer,22,34,5.2,6.8,121,202,Medium,111,68,89,500,1500,80,40,40,2.26,527,Hard,India,Punjab
Muskmelon,Black,Spring,24,35,5.7,7.5,33,82,Medium,72,47,70,200,800,90,45,90,24.42,1999,Easy,Asia,Sri Lanka
Barnyard Millet,Clay,Autumn,19,33,5.5,7.2,40,140,Medium,76,52,77,300,1200,70,35,35,1.76,363,Easy,Nepal,Jhapa
Sugarcane,Silty,Autumn,20,35,6.0,7.5,83,208,High,362,62,87,200,800,150,80,150,67.04,2868,Medium,Asia,Vietnam
Okra,Clay,Summer,26,37,5.7,7.5,30,87,Medium,60,56,75,200,800,80,40,60,14.17,1370,Easy,Asia,Bangladesh
Drumstick,Sandy,Monsoon,24,40,5.9,7.3,48,92,Low,194,47,84,200,800,80,40,60,41.92,3130,Easy,Nepal,Gulmi
Black Pepper,Sandy,Autumn,23,34,5.5,6.7,152,247,High,357,66,94,200,800,120,60,120,0.83,3825,Hard,Nepal,Jhapa
Sunflower,Silty,Autumn,19,35,6.1,7.7,31,72,Medium,118,48,65,300,1000,80,40,80,1.47,746,Medium,Nepal,Kaski
Spinach,Clay,Monsoon,8,27,6.3,7.5,34,88,Medium,52,63,80,200,800,80,40,60,11.38,1626,Easy,India,Gujarat
Fenugreek Seed,Sandy,Monsoon,11,28,6.1,7.6,13,48,Medium,96,50,66,300,1000,60,30,30,0.71,776,Medium,India,Maharashtra
Lentil (Musuro),Red,Winter,15,26,6.1,7.8,35,107,Low,138,45,69,0,2000,20,40,20,1.69,1263,Easy,Nepal,Chitwan
Sweet Potato,Alluvial,Spring,19,28,5.6,7.1,40,95,Low,122,58,76,300,1500,80,40,80,15.8,1533,Easy,Asia,Thailand
Green Gram,Laterite,Autumn,23,36,5.8,7.6,20,79,Low,75,47,67,200,800,40,20,25,0.88,374,Easy,Asia,Bangladesh
Ginger,Silty,Spring,19,36,5.2,6.5,160,293,High,264,72,93,300,1500,80,50,50,24.45,1735,Medium,Nepal,Kaski
Red Chili,Red,Spring,21,36,5.9,7.8,80,126,Medium,121,55,78,300,1000,100,50,80,1.31,1791,Medium,Nepal,Morang
Millet (Pearl),Alluvial,Summer,25,42,5.9,7.9,39,73,Low,76,25,63,200,800,60,30,30,1.29,370,Easy,Nepal,Mustang
Coffee (Arabica),Laterite,Winter,14,26,6.0,6.8,133,258,Medium,287,69,87,800,1600,60,40,80,1.6,1672,Hard,Asia,Thailand
Turmeric,Sandy,Winter,20,28,4.6,7.4,137,249,High,273,73,93,0,1500,60,60,120,29.6,2239,Easy,Nepal,Kaski
Lemon,Red,Spring,22,33,5.3,7.7,68,141,Medium,122,57,75,200,1000,100,50,80,13.53,2241,Easy,Nepal,Jhapa
Fennel,Laterite,Monsoon,11,28,5.8,7.6,27,67,Medium,149,46,74,300,1000,80,40,60,1.17,1061,Medium,India,Uttar Pradesh
Cumin,Peaty,Winter,16,29,6.2,8.2,25,57,Low,110,37,59,300,1000,60,30,30,0.48,1393,Hard,Nepal,Kaski
Jute,Black,Monsoon,23,37,6.0,7.5,108,181,High,129,67,93,200,600,80,40,80,2.67,842,Medium,Nepal,Ilam
Papaya,Loamy,Monsoon,20,34,5.9,7.6,74,132,Medium,265,57,84,200,800,150,80,150,38.25,2893,Easy,Nepal,Kailali
Cotton,Alluvial,Monsoon,18,36,6.7,7.8,22,89,Low,180,45,65,200,600,100,50,100,2.22,1268,Medium,India,Maharashtra
Finger Millet,Black,Autumn,19,28,5.6,7.7,51,137,Low,108,49,74,500,2000,70,35,35,1.34,394,Medium,India,Gujarat
Sunflower,Loamy,Monsoon,19,34,5.9,7.4,29,62,Medium,110,44,72,300,1000,80,40,80,1.59,798,Medium,India,West Bengal
Broccoli,Loamy,Winter,14,23,6.3,6.7,61,102,High,68,65,84,300,1200,130,65,100,11.75,2572,Hard,India,Punjab
Guava,Peaty,Autumn,22,35,5.3,7.6,62,159,Medium,184,58,81,200,1000,100,50,100,17.91,2789,Easy,Nepal,Sindhupalchok
Rice (Aus),Alluvial,Summer,19,39,5.1,7.8,113,197,High,114,64,85,0,500,120,60,60,3.26,698,Easy,Nepal,Kailali
Watermelon,Alluvial,Autumn,26,36,5.9,7.8,41,97,Medium,87,53,75,200,800,100,50,100,28.74,2536,Easy,Nepal,Kailali
Quinoa,Sandy,Summer,14,29,5.8,7.8,55,117,Low,122,47,74,1000,3000,70,35,35,1.43,478,Hard,Nepal,Dhankuta
Drumstick,Red,Autumn,27,38,6.0,7.3,64,92,Low,207,50,80,200,800,80,40,60,55.43,3345,Easy,India,Haryana
Black Pepper,Red,Spring,25,36,5.6,7.3,161,254,High,357,69,94,200,800,120,60,120,0.82,4125,Hard,India,Punjab
Apple,Silty,Autumn,13,25,6.2,6.9,67,131,Medium,153,54,76,1500,3000,120,60,120,16.41,4035,Hard,Asia,Thailand
Drumstick,Silty,Winter,25,38,6.0,7.6,51,89,Low,204,54,76,200,800,80,40,60,45.89,3332,Easy,Asia,Vietnam
Plum,Peaty,Summer,12,27,6.0,6.9,93,155,Medium,113,50,78,1000,2500,90,45,90,8.2,2464,Hard,Asia,Thailand
Sugarcane,Alluvial,Monsoon,22,34,6.3,7.8,95,215,High,366,56,85,200,800,150,80,150,74.43,2824,Medium,Nepal,Bara
Rice (Basmati),Sandy,Summer,21,38,5.7,7.6,69,153,Medium,130,53,76,300,800,100,50,50,3.03,1420,Medium,Nepal,Chitwan
Linseed,Black,Winter,11,27,5.9,7.2,40,45,Low,120,42,62,300,1000,60,30,30,1.04,553,Medium,Nepal,Kailali
Tobacco,Laterite,Winter,16,28,5.3,7.8,56,83,Medium,129,48,68,300,1000,120,60,120,2.03,2582,Hard,India,Maharashtra
Drumstick,Clay,Winter,26,42,6.1,7.8,67,87,Low,200,46,85,200,800,80,40,60,52.66,3130,Easy,Asia,Indonesia
Rice (Aman),Loamy,Monsoon,18,40,4.7,7.6,138,288,High,146,70,89,0,500,110,55,55,3.84,860,Easy,Nepal,Sunsari
Mustard,Clay,Monsoon,9,26,5.7,7.6,31,116,Low,120,50,72,0,2000,60,40,40,1.37,924,Easy,Nepal,Jhapa
Ridge Gourd,Loamy,Spring,25,37,6.3,7.7,49,98,Medium,75,63,86,200,800,80,40,60,15.58,1788,Easy,India,Gujarat
Oats,Clay,Summer,11,24,5.8,7.0,58,115,Medium,92,58,80,500,1500,90,45,45,2.41,553,Medium,India,Maharashtra
Cashew,Loamy,Summer,23,35,5.3,7.4,65,133,Low,234,57,79,200,800,80,40,60,1.42,2334,Medium,Nepal,Mustang
Sesame,Sandy,Winter,26,33,5.8,7.3,26,60,Low,99,42,69,200,800,60,30,30,0.77,583,Easy,India,Tamil Nadu
Capsicum,Alluvial,Spring,19,29,5.9,7.2,65,133,Medium,84,64,80,200,1000,110,55,90,16.91,1955,Medium,Asia,Vietnam
Oats,Clay,Winter,11,24,5.8,7.2,80,132,Medium,107,54,84,500,1500,90,45,45,1.79,415,Medium,India,Tamil Nadu
Guava,Clay,Monsoon,18,36,5.5,7.8,71,165,Medium,174,58,79,200,1000,100,50,100,17.45,2648,Easy,Nepal,Kaski
Rice (Marshi),Red,Summer,17,30,5.4,7.1,111,234,High,174,66,96,1500,2500,100,50,50,3.27,1121,Medium,Nepal,Sunsari
Jute,Peaty,Spring,25,35,6.3,7.3,102,200,High,122,65,85,200,600,80,40,80,2.87,878,Medium,Nepal,Mustang
Guava,Peaty,Summer,20,34,5.5,7.6,90,138,Medium,186,57,85,200,1000,100,50,100,20.24,2555,Easy,Nepal,Chitwan
Red Chili,Alluvial,Spring,20,34,5.8,7.3,71,134,Medium,125,53,83,300,1000,100,50,80,1.74,1641,Medium,India,Assam
Soybean,Alluvial,Autumn,22,33,5.8,7.7,60,90,Medium,109,55,80,300,1000,80,40,60,1.96,813,Medium,Asia,Thailand
Tomato,Loamy,Spring,20,26,5.8,7.3,75,131,Medium,69,61,85,200,1000,120,60,100,20.75,3358,Medium,Asia,Thailand
Mustard Greens,Loamy,Monsoon,8,26,6.1,7.2,20,92,Medium,61,60,70,200,800,80,40,60,10.91,1044,Easy,Asia,Vietnam
Sweet Potato,Clay,Spring,20,32,5.7,7.1,53,70,Low,114,50,84,300,1500,80,40,80,16.67,1636,Easy,Nepal,Dhankuta
Millet (Finger),Loamy,Winter,21,33,5.6,7.5,48,107,Low,83,40,71,500,1500,70,35,35,1.76,331,Medium,Nepal,Sunsari
Wheat (Spring),Sandy,Winter,8,26,6.2,7.6,38,112,Medium,107,48,71,200,600,120,60,60,3.89,802,Medium,India,Andhra Pradesh
Apple (Mustang),Peaty,Autumn,5,26,5.6,7.3,97,107,Medium,210,60,77,2000,3500,50,30,70,13.94,2393,Hard,Nepal,Dhankuta
Coriander,Silty,Summer,17,24,6.2,7.5,26,78,Medium,55,60,77,200,800,60,30,40,6.92,665,Easy,Nepal,Sindhupalchok
Jute,Peaty,Autumn,26,35,5.8,7.3,113,212,High,114,67,85,200,600,80,40,80,2.95,788,Medium,India,Punjab
Okra,Clay,Autumn,27,37,6.3,7.2,35,95,Medium,50,56,76,200,800,80,40,60,12.0,1243,Easy,Asia,Thailand
Rice (Aman),Clay,Monsoon,21,38,4.7,7.3,131,317,High,130,73,86,0,500,110,55,55,4.18,1106,Easy,Asia,Indonesia
Kodo Millet,Black,Autumn,20,34,5.4,7.5,61,105,Low,82,50,73,400,1500,60,30,30,1.5,318,Medium,Nepal,Jhapa
Brinjal,Black,Autumn,18,34,6.1,7.5,80,103,Medium,91,58,89,200,800,120,60,100,28.2,2949,Medium,India,West Bengal
Sesame,Alluvial,Monsoon,23,36,5.9,7.3,13,56,Low,90,38,67,200,800,60,30,30,0.84,578,Easy,Nepal,Mustang
Cucumber,Sandy,Spring,20,37,6.1,7.6,53,108,High,68,60,82,200,800,80,40,60,32.78,2599,Easy,Asia,Vietnam
Pomegranate,Sandy,Autumn,17,33,5.6,7.5,47,106,Low,188,45,69,500,1500,120,60,100,9.94,2614,Medium,India,Tamil Nadu
Coriander Seed,Laterite,Autumn,17,23,5.9,7.5,31,70,Medium,93,44,71,300,1000,60,30,40,0.88,1016,Medium,Nepal,Bara
Tea,Loamy,Winter,10,28,4.6,5.7,206,386,High,365,83,96,500,2000,120,60,60,1.62,3944,Medium,Nepal,Chitwan
Papaya,Laterite,Monsoon,20,34,6.0,7.2,100,150,Medium,272,65,84,200,800,150,80,150,36.71,3686,Easy,Asia,Thailand
Large Cardamom,Peaty,Summer,9,27,4.7,6.2,153,357,High,314,78,100,1000,2000,40,40,60,0.56,2588,Hard,Asia,Thailand
Millet (Pearl),Clay,Summer,25,40,5.9,8.2,53,70,Low,80,31,56,200,800,60,30,30,1.73,346,Easy,Nepal,Sunsari
Capsicum,Black,Monsoon,16,32,6.2,7.2,77,118,Medium,73,66,84,200,1000,110,55,90,14.85,2591,Medium,Nepal,Mustang
Radish,Silty,Monsoon,9,26,6.0,7.3,52,70,Medium,68,60,75,200,800,80,40,60,15.0,1185,Easy,Nepal,Jhapa
Millet (Finger),Black,Autumn,18,34,5.2,7.7,43,102,Low,83,36,73,500,1500,70,35,35,1.67,454,Medium,Nepal,Mustang
Lemon,Peaty,Monsoon,19,36,5.3,7.6,61,135,Medium,127,58,81,200,1000,100,50,80,15.08,2345,Easy,Nepal,Sunsari
Rice (Aman),Sandy,Monsoon,18,37,5.1,7.7,165,292,High,145,69,94,0,500,110,55,55,3.44,945,Easy,India,West Bengal
Coffee,Sandy,Autumn,15,23,5.4,6.5,131,213,Medium,359,61,89,800,2000,120,60,100,1.65,2977,Hard,Asia,Vietnam
Pomegranate,Alluvial,Spring,13,35,5.6,7.3,46,117,Low,174,45,75,500,1500,120,60,100,13.44,2877,Medium,Nepal,Morang
Foxtail Millet,Loamy,Autumn,21,34,5.9,7.3,58,98,Low,80,41,69,300,1200,60,30,30,1.23,289,Easy,Asia,Thailand
Jackfruit,Laterite,Monsoon,24,37,5.4,7.4,92,216,Medium,185,55,85,200,800,100,50,100,23.65,2348,Easy,Asia,Vietnam
Fenugreek Seed,Peaty,Summer,9,32,5.8,7.8,12,64,Medium,93,44,67,300,1000,60,30,30,0.73,616,Medium,India,Andhra Pradesh
Carrot,Alluvial,Autumn,10,25,6.1,7.2,46,65,Medium,96,64,78,200,1000,100,50,100,26.05,1826,Easy,Nepal,Bara
Potato,Sandy,Summer,13,25,5.0,6.4,57,116,Medium,73,56,83,500,2000,150,80,120,21.4,2562,Medium,Nepal,Chitwan
Ridge Gourd,Loamy,Winter,26,35,6.0,7.7,41,119,Medium,68,63,87,200,800,80,40,60,16.37,1760,Easy,Nepal,Kaski
Mustard Greens,Silty,Spring,10,25,5.7,7.4,42,75,Medium,54,59,74,200,800,80,40,60,9.79,1288,Easy,Nepal,Ilam
Pigeon Pea,Clay,Monsoon,19,34,5.9,7.5,39,82,Low,186,41,71,300,1000,60,30,40,0.99,591,Medium,Nepal,Morang
Coconut,Sandy,Spring,26,35,5.5,8.1,94,207,Medium,372,62,89,200,500,120,60,120,2.08,1675,Medium,Nepal,Ilam
Millet (Finger),Sandy,Monsoon,18,33,5.7,7.3,32,115,Low,97,35,69,500,1500,70,35,35,1.62,351,Medium,India,West Bengal
Ridge Gourd,Silty,Summer,23,36,6.1,7.7,52,115,Medium,66,64,89,200,800,80,40,60,15.89,1566,Easy,Nepal,Morang
Areca Nut,Black,Spring,19,36,5.3,7.5,135,248,High,355,68,87,200,800,150,80,150,1.81,2564,Medium,Nepal,Bara
Red Chili,Silty,Summer,18,36,6.2,7.6,63,115,Medium,125,56,76,300,1000,100,50,80,1.35,1639,Medium,India,Andhra Pradesh
Maize (Irrigated),Alluvial,Autumn,18,35,5.3,7.2,46,109,High,115,63,87,200,1000,120,60,60,4.1,891,Medium,India,Punjab
Sorghum (Jowar),Loamy,Monsoon,26,40,5.8,7.9,55,86,Low,128,33,66,300,1000,80,40,40,1.89,444,Medium,Nepal,Ilam
Rice (Boro),Red,Summer,16,30,5.1,7.4,34,95,High,157,46,75,0,500,130,65,65,4.38,1096,Medium,Asia,Vietnam
Pear,Red,Spring,12,24,5.8,7.2,90,149,Medium,111,50,74,1000,2500,100,50,100,13.82,2512,Hard,Asia,Sri Lanka
Maize (Rainfed),Sandy,Spring,18,35,5.6,6.9,59,133,Medium,85,50,83,200,1000,100,50,50,2.1,595,Medium,Nepal,Kaski
Coffee,Alluvial,Autumn,17,27,5.4,6.7,109,211,Medium,370,66,84,800,2000,120,60,100,1.78,3085,Hard,India,Maharashtra
Walnut,Red,Summer,5,27,5.8,7.3,62,152,Medium,190,48,73,1500,3000,100,50,100,4.46,3293,Hard,Nepal,Bara
Barley,Alluvial,Spring,12,26,5.9,7.3,46,66,Low,110,44,65,500,1500,80,40,40,2.32,533,Medium,Asia,Bangladesh
Guava,Red,Winter,22,33,5.5,7.5,76,148,Medium,182,52,75,200,1000,100,50,100,20.28,2841,Easy,India,Andhra Pradesh
Foxtail Millet,Sandy,Spring,19,35,6.0,7.6,20,80,Low,76,45,62,300,1200,60,30,30,1.27,359,Easy,India,Assam
Carrot,Clay,Monsoon,11,25,5.8,7.6,26,73,Medium,94,56,76,200,1000,100,50,100,21.23,2400,Easy,Asia,Bangladesh
Sorghum (Jowar),Sandy,Spring,26,42,5.9,7.8,25,68,Low,126,37,67,300,1000,80,40,40,1.95,480,Medium,Asia,Indonesia
Capsicum,Black,Spring,17,31,5.7,7.3,49,139,Medium,73,69,81,200,1000,110,55,90,15.03,2328,Medium,Nepal,Mustang
Spinach,Laterite,Monsoon,9,24,6.1,7.5,34,70,Medium,49,60,83,200,800,80,40,60,10.48,1484,Easy,India,Gujarat
Spinach,Red,Winter,11,26,5.8,7.7,23,76,Medium,55,59,85,200,800,80,40,60,10.58,1552,Easy,Nepal,Sindhupalchok
Pumpkin,Peaty,Summer,20,36,6.2,7.6,57,69,Medium,108,48,80,200,800,80,40,80,29.95,1809,Easy,Asia,Sri Lanka
Cauliflower,Red,Autumn,13,24,6.2,6.9,68,83,High,75,62,89,200,800,150,80,120,16.87,1865,Medium,Nepal,Gulmi
Red Chili,Silty,Monsoon,19,35,6.0,7.3,80,140,Medium,119,52,85,300,1000,100,50,80,1.6,2110,Medium,Nepal,Sindhupalchok
Cashew,Red,Monsoon,23,34,5.5,7.3,40,106,Low,243,56,82,200,800,80,40,60,1.6,2002,Medium,Asia,Sri Lanka
Maize (Irrigated),Alluvial,Summer,19,33,5.2,7.2,47,98,High,103,60,87,200,1000,120,60,60,4.77,841,Medium,India,Maharashtra
Fennel,Peaty,Summer,9,30,5.9,7.7,30,67,Medium,156,41,68,300,1000,80,40,60,0.93,1303,Medium,Nepal,Gulmi
Turmeric,Laterite,Winter,18,30,4.5,7.5,152,267,High,210,66,95,0,1500,60,60,120,26.24,1437,Easy,Asia,Thailand
Rice (Aus),Clay,Summer,22,40,5.1,7.5,85,205,High,129,57,81,0,500,120,60,60,3.7,860,Easy,India,Himachal Pradesh
Kodo Millet,Sandy,Monsoon,20,36,5.6,7.6,50,99,Low,91,46,68,400,1500,60,30,30,1.2,281,Medium,India,West Bengal
Guava,Black,Autumn,18,36,5.5,7.6,65,139,Medium,171,55,85,200,1000,100,50,100,20.08,2867,Easy,Nepal,Mustang
Horse Gram,Clay,Autumn,18,37,5.6,7.4,32,50,Low,121,36,70,300,1000,40,20,25,0.85,379,Easy,India,West Bengal
Rice (Marshi),Peaty,Summer,15,32,5.5,7.0,112,255,High,170,71,96,1500,2500,100,50,50,2.54,946,Medium,Nepal,Ilam
Rice (Basmati),Laterite,Monsoon,18,39,6.1,7.8,84,145,Medium,114,59,82,300,800,100,50,50,2.78,1428,Medium,India,Punjab
Barnyard Millet,Clay,Autumn,21,34,5.6,7.6,57,125,Medium,80,51,79,300,1200,70,35,35,1.28,362,Easy,Nepal,Mustang
Quinoa,Black,Monsoon,17,30,5.8,8.2,70,84,Low,125,42,72,1000,3000,70,35,35,1.56,439,Hard,Nepal,Morang
Brinjal,Red,Summer,22,34,6.1,7.3,66,105,Medium,94,64,87,200,800,120,60,100,20.25,2518,Medium,India,Maharashtra
Rice (Basmati),Clay,Summer,20,38,6.2,7.6,91,158,Medium,129,55,85,300,800,100,50,50,2.74,1175,Medium,India,Assam
Jute,Silty,Monsoon,22,37,6.2,7.4,92,219,High,121,65,87,200,600,80,40,80,2.08,926,Medium,Nepal,Ilam
Garlic,Silty,Autumn,10,24,5.8,7.5,50,84,Medium,112,51,79,300,1200,120,60,80,10.77,2376,Hard,Asia,Indonesia
Rice (Basmati),Laterite,Monsoon,22,42,6.1,7.4,97,152,Medium,123,51,81,300,800,100,50,50,2.74,994,Medium,India,Uttar Pradesh
Kodo Millet,Sandy,Autumn,22,37,5.5,7.5,33,111,Low,85,49,70,400,1500,60,30,30,1.05,296,Medium,Nepal,Sunsari
Millet (Pearl),Alluvial,Autumn,23,38,5.9,8.1,20,96,Low,74,35,60,200,800,60,30,30,1.4,401,Easy,Asia,Thailand
Rice (Marshi),Sandy,Monsoon,16,31,5.8,7.0,127,268,High,167,68,97,1500,2500,100,50,50,3.04,1163,Medium,Nepal,Kaski
Muskmelon,Alluvial,Summer,26,37,5.9,7.2,21,67,Medium,70,51,74,200,800,90,45,90,23.21,2143,Easy,India,Maharashtra
Sunflower,Laterite,Autumn,20,36,6.3,7.6,26,83,Medium,111,45,73,300,1000,80,40,80,1.3,711,Medium,India,Andhra Pradesh
Rice (Boro),Loamy,Summer,13,28,5.2,7.4,66,94,High,155,48,77,0,500,130,65,65,3.94,1149,Medium,Nepal,Sunsari
Cardamom,Laterite,Spring,14,30,4.9,6.4,131,281,High,362,71,100,800,2000,100,50,100,0.52,5967,Hard,Nepal,Bara
